Age,Name,Value,Overall,Potential,Dribbling,Finishing,ShortPassing,LongPassing,Composure,Vision,Acceleration,SprintSpeed,International Reputation,BMI
25,J. Egan,3500000,72,77,55.0,43.0,64.0,69.0,55.0,38.0,65.0,65.0,1.0,21.16342236306021
23,L. Olaza,3600000,72,78,68.0,50.0,71.0,64.0,65.0,64.0,73.0,73.0,1.0,24.04809097532744
28,M. Kosanović,2800000,72,73,57.0,22.0,67.0,77.0,76.0,58.0,50.0,48.0,1.0,23.367157845426803
30,F. Cerro,2900000,72,72,67.0,59.0,73.0,71.0,61.0,66.0,72.0,73.0,1.0,23.66127181233954
31,S. Naismith,2700000,72,72,68.0,71.0,69.0,65.0,78.0,76.0,74.0,71.0,2.0,22.8071884715198
26,Mauro Riboas,3300000,72,72,71.0,44.0,74.0,51.0,81.0,77.0,67.0,66.0,1.0,24.340963531183927
26,Rafael Lopes,3700000,72,73,64.0,76.0,64.0,40.0,67.0,51.0,67.0,54.0,1.0,22.953955935386794
36,David García,425000,72,72,49.0,50.0,69.0,62.0,64.0,39.0,55.0,45.0,1.0,23.8547835567004
28,A. Mosquera,2900000,72,74,44.0,36.0,66.0,56.0,56.0,53.0,76.0,75.0,1.0,23.99402733288852
22,O. Idrissi,4400000,72,79,81.0,69.0,65.0,62.0,62.0,61.0,84.0,83.0,1.0,23.31670573211317
31,Yu Hanchao,2700000,72,72,72.0,65.0,69.0,60.0,77.0,69.0,75.0,79.0,1.0,20.52963289600049
28,Hong Jeong Ho,2500000,72,72,49.0,43.0,63.0,53.0,67.0,59.0,77.0,75.0,1.0,21.814169307378904
29,M. Schmiedebach,2400000,72,72,69.0,31.0,70.0,69.0,73.0,69.0,72.0,68.0,2.0,24.13004124545533
28,S. Badji,2500000,72,72,56.0,46.0,72.0,70.0,71.0,64.0,68.0,66.0,1.0,23.00965698077001
25,R. Gómez,3900000,72,75,74.0,65.0,66.0,69.0,52.0,58.0,83.0,91.0,1.0,23.4793368995022
20,D. Limnios,4600000,72,80,77.0,66.0,66.0,55.0,65.0,71.0,80.0,82.0,1.0,21.90224033463669
34,René,1300000,72,72,14.0,18.0,25.0,40.0,52.0,28.0,51.0,56.0,1.0,22.953955935386794
22,S. Scuffet,3800000,72,82,13.0,20.0,30.0,34.0,61.0,33.0,50.0,50.0,2.0,21.49337632008597
25,J. Rinne,3000000,72,77,16.0,15.0,22.0,24.0,66.0,60.0,46.0,47.0,1.0,22.97419646899049
21,L. Agbenyenu,3900000,72,80,71.0,45.0,66.0,55.0,54.0,53.0,78.0,84.0,1.0,22.74643517152081
24,Marcão,4200000,72,77,64.0,75.0,60.0,24.0,70.0,40.0,68.0,65.0,1.0,22.76567093647149
26,J. Sala,3000000,72,73,70.0,50.0,70.0,66.0,70.0,66.0,71.0,75.0,1.0,23.00965698077001
28,A. Bamba,2500000,72,72,61.0,28.0,69.0,65.0,61.0,58.0,80.0,79.0,1.0,21.55300619596615
26,R. Quioto,3300000,72,72,73.0,70.0,69.0,55.0,73.0,68.0,81.0,81.0,1.0,23.99402733288852
34,Santi da Bruma,1600000,72,72,74.0,73.0,76.0,70.0,70.0,68.0,87.0,85.0,1.0,22.4976856888902
21,Y. En-Nesyri,4400000,72,78,74.0,73.0,63.0,46.0,59.0,49.0,75.0,77.0,1.0,20.94015946736825
28,S. Jung,2500000,72,72,71.0,42.0,75.0,74.0,74.0,64.0,71.0,68.0,2.0,22.8071884715198
25,R. Matos,3900000,72,75,79.0,67.0,70.0,50.0,68.0,60.0,75.0,77.0,1.0,23.58574464440679
26,Thiago Alminxa,3400000,72,72,75.0,72.0,62.0,55.0,64.0,53.0,81.0,83.0,1.0,21.28396728367254
23,J. Lucumi,4600000,72,80,76.0,69.0,68.0,66.0,68.0,64.0,80.0,82.0,1.0,19.928611285794
31,T. Chevalier,2700000,72,72,73.0,74.0,66.0,59.0,75.0,68.0,79.0,84.0,1.0,25.2429076286724
27,S. Polter,3600000,72,73,63.0,74.0,55.0,47.0,69.0,50.0,65.0,75.0,1.0,25.626717920102507
23,M. Møller Dæhli,4200000,72,77,80.0,53.0,70.0,64.0,66.0,69.0,83.0,73.0,1.0,22.522494024579885
28,O. Boumal,3100000,72,72,72.0,63.0,69.0,63.0,58.0,68.0,86.0,85.0,1.0,20.058345572112746
34,K. Boyd,1600000,72,72,55.0,75.0,64.0,57.0,76.0,53.0,40.0,46.0,1.0,24.14674705496963
27,Douglas,2600000,72,72,79.0,59.0,75.0,69.0,65.0,60.0,78.0,83.0,1.0,20.677960952829395
25,M. Malyshev,3600000,72,78,64.0,58.0,75.0,70.0,64.0,57.0,70.0,73.0,1.0,23.44031900982186
20,M. Zaracho,6000000,72,85,77.0,60.0,70.0,67.0,69.0,70.0,89.0,86.0,1.0,22.093313872806032
19,M. Shaparenko,6000000,72,85,72.0,70.0,75.0,69.0,63.0,75.0,59.0,58.0,1.0,22.8071884715198
31,J. Boye,2100000,72,72,54.0,36.0,62.0,60.0,55.0,51.0,73.0,70.0,1.0,21.822045108259765
27,V. Regini,2600000,72,72,56.0,32.0,64.0,60.0,60.0,30.0,68.0,68.0,1.0,22.953955935386794
25,H. Martín,4000000,72,75,72.0,73.0,67.0,62.0,70.0,66.0,78.0,77.0,1.0,23.09188291845972
27,C. Galano,3300000,72,72,70.0,67.0,70.0,59.0,65.0,67.0,91.0,92.0,1.0,23.784833216192744
26,Cristian Lodeira,3400000,72,72,75.0,70.0,62.0,44.0,70.0,54.0,82.0,81.0,1.0,22.19592835476202
26,Josué Sá,3300000,72,76,63.0,34.0,64.0,64.0,71.0,34.0,51.0,52.0,1.0,22.06880941602536
24,L. Menossi,4000000,72,76,68.0,49.0,68.0,70.0,67.0,68.0,83.0,74.0,1.0,24.13004124545533
21,Adrián Marín,4100000,72,81,69.0,40.0,73.0,56.0,63.0,53.0,68.0,72.0,1.0,22.6921237384052
20,Aleñá,6000000,72,85,76.0,66.0,72.0,68.0,70.0,74.0,78.0,76.0,1.0,22.45594865770336
18,D. Maresic,4500000,72,84,45.0,26.0,58.0,67.0,74.0,53.0,59.0,62.0,1.0,22.09108402055338
25,O. Lewicki,3300000,72,75,57.0,45.0,66.0,66.0,65.0,65.0,62.0,60.0,1.0,23.474145989856407
21,P. Bernardoni,3900000,72,82,16.0,13.0,28.0,24.0,55.0,21.0,31.0,27.0,1.0,21.49337632008597
26,Walter Silvieiro,3400000,72,72,63.0,77.0,65.0,51.0,66.0,61.0,73.0,71.0,1.0,22.111268712333345
28,M. Waghorn,3200000,72,72,67.0,75.0,68.0,65.0,69.0,64.0,67.0,76.0,1.0,26.255154551125425
23,D. Álvarez,4200000,72,77,77.0,52.0,70.0,69.0,65.0,66.0,89.0,87.0,1.0,22.74643517152081
28,M. Castagnetti,3100000,72,72,67.0,65.0,75.0,72.0,74.0,63.0,74.0,61.0,1.0,21.90224033463669
17,A. Davies,6000000,72,87,76.0,64.0,64.0,51.0,71.0,65.0,92.0,93.0,1.0,22.179094496170023
30,L. Mabiala,2300000,72,72,51.0,38.0,56.0,53.0,55.0,64.0,40.0,32.0,1.0,22.578089633318243
30,Y. Abdelhamid,2300000,72,72,17.0,24.0,58.0,55.0,65.0,32.0,50.0,35.0,1.0,22.87115685342481
29,P. Rubio,3100000,72,72,69.0,74.0,63.0,58.0,66.0,56.0,74.0,77.0,1.0,24.04809097532744
22,C. Strandberg,4300000,72,78,67.0,70.0,59.0,46.0,71.0,59.0,79.0,88.0,1.0,24.670411448932825
26,A. Shabanov,3400000,72,77,23.0,23.0,71.0,75.0,65.0,28.0,58.0,62.0,1.0,22.3234495246718
25,G. Brugman,3700000,72,74,69.0,48.0,76.0,77.0,73.0,75.0,74.0,68.0,1.0,21.54240355299968
26,Josué da Feira,3400000,72,72,68.0,75.0,65.0,61.0,71.0,50.0,70.0,68.0,1.0,22.522494024579885
28,C. Pinsoglio,2200000,72,72,18.0,11.0,24.0,28.0,64.0,35.0,43.0,41.0,1.0,22.7657118311901
27,W. Foderingham,2600000,72,75,12.0,13.0,37.0,34.0,53.0,67.0,46.0,40.0,1.0,21.761164815803955
33,D. Arias,1300000,72,72,67.0,53.0,73.0,70.0,67.0,65.0,67.0,66.0,1.0,24.777629991192043
23,D. Bouanga,4200000,72,77,75.0,74.0,73.0,65.0,68.0,64.0,79.0,78.0,1.0,21.90224033463669
23,Murilo,4300000,72,78,77.0,69.0,66.0,54.0,66.0,62.0,85.0,83.0,1.0,22.8071884715198
25,T. Trybull,3200000,72,74,63.0,35.0,71.0,66.0,71.0,63.0,66.0,58.0,1.0,22.179094496170023
26,I. Kiese Thelin,3800000,72,74,65.0,71.0,74.0,59.0,65.0,72.0,46.0,62.0,1.0,23.22883657763694
22,T. Cardona,3600000,72,78,50.0,48.0,61.0,54.0,60.0,33.0,46.0,67.0,1.0,22.168459344442
24,C. Fassnacht,3900000,72,75,69.0,70.0,66.0,63.0,63.0,66.0,79.0,83.0,1.0,22.4302915414236
34,Y. Ouattara,0,72,72,75.0,64.0,70.0,60.0,72.0,63.0,87.0,74.0,1.0,23.169473307757965
28,Quique,3200000,72,72,68.0,72.0,66.0,61.0,68.0,62.0,75.0,74.0,1.0,21.83527610885617
29,M. Günok,2400000,72,73,15.0,15.0,27.0,28.0,56.0,51.0,55.0,57.0,1.0,24.07254068024138
25,T. Kalas,3400000,72,76,61.0,38.0,68.0,50.0,69.0,48.0,71.0,74.0,1.0,23.8547835567004
23,A. Briançon,3400000,72,76,45.0,34.0,67.0,61.0,72.0,65.0,66.0,53.0,1.0,22.953955935386794
25,S. Abdullahi,3300000,72,75,62.0,36.0,74.0,68.0,63.0,64.0,75.0,75.0,1.0,22.179094496170023
26,L. Štetina,3100000,72,74,41.0,21.0,57.0,58.0,65.0,44.0,61.0,64.0,1.0,24.670411448932825
26,K. Kerschbaumer,3600000,72,73,67.0,63.0,75.0,68.0,73.0,75.0,69.0,75.0,1.0,23.717173171355185
25,J. Tallo,4100000,72,76,73.0,71.0,64.0,45.0,75.0,63.0,67.0,71.0,1.0,23.21578813236839
23,P. Díaz,3700000,72,79,62.0,37.0,66.0,71.0,64.0,55.0,77.0,79.0,1.0,21.50233987908856
23,C. Gruezo,3700000,72,79,60.0,41.0,75.0,69.0,65.0,58.0,67.0,60.0,1.0,23.163458763520072
28,P. Gallese,2500000,72,73,19.0,20.0,31.0,24.0,53.0,59.0,45.0,49.0,1.0,21.814169307378904
32,J. Morrison,2400000,72,72,73.0,70.0,74.0,70.0,74.0,72.0,60.0,55.0,2.0,20.24493844906057
20,J. Foyth,5500000,72,85,66.0,43.0,71.0,49.0,57.0,52.0,71.0,71.0,1.0,19.49411498415573
25,D. Villalva,3700000,72,73,78.0,65.0,70.0,59.0,77.0,69.0,79.0,79.0,1.0,24.2578125
24,B. Acosta,4100000,72,76,64.0,62.0,70.0,74.0,68.0,75.0,83.0,88.0,1.0,23.755218419470943
31,R. Vargas,2700000,72,72,74.0,69.0,71.0,69.0,69.0,69.0,74.0,72.0,2.0,22.74643517152081
24,M. Ducksch,4100000,72,76,64.0,73.0,63.0,42.0,65.0,53.0,64.0,68.0,1.0,22.3234495246718
31,N. Asare,2000000,72,72,69.0,48.0,71.0,69.0,80.0,71.0,70.0,69.0,1.0,22.19592835476202
24,J. Gressel,4300000,72,78,69.0,66.0,70.0,65.0,70.0,72.0,72.0,73.0,1.0,24.40857925195123
26,T. Oar,3300000,72,72,75.0,53.0,67.0,57.0,63.0,71.0,84.0,78.0,1.0,22.19592835476202
30,Fernando Bob,2300000,72,72,67.0,61.0,76.0,72.0,72.0,67.0,66.0,60.0,1.0,23.99402733288852
28,C. Bernardi,3100000,72,72,75.0,65.0,72.0,66.0,64.0,70.0,79.0,83.0,1.0,23.09188291845972
37,G. Barry,425000,72,72,68.0,56.0,76.0,71.0,81.0,68.0,30.0,33.0,2.0,23.31670573211317
33,J. Bottinelli,1300000,72,72,45.0,35.0,62.0,53.0,69.0,41.0,33.0,39.0,1.0,24.270881494421847
27,D. Dibusz,0,72,73,16.0,15.0,23.0,22.0,65.0,18.0,27.0,20.0,1.0,22.97419646899049
25,I. Diomandé,3500000,72,77,67.0,47.0,74.0,66.0,69.0,58.0,63.0,65.0,1.0,24.542327443672967
26,Y. Al Shahrani,3100000,72,74,67.0,48.0,71.0,66.0,63.0,61.0,87.0,84.0,1.0,20.98864817916573
26,N. Boilesen,3100000,72,74,67.0,42.0,69.0,65.0,65.0,61.0,73.0,74.0,2.0,21.761164815803955
29,S. Ben Youssef,2700000,72,73,50.0,38.0,58.0,51.0,64.0,53.0,61.0,65.0,1.0,23.22883657763694
30,G. Sara,2000000,72,72,20.0,15.0,29.0,23.0,36.0,45.0,41.0,44.0,1.0,25.0804052682602
23,J. Otero,4400000,72,79,70.0,76.0,63.0,69.0,73.0,69.0,89.0,90.0,1.0,20.89535552147065
25,A. Biyogo Poko,3900000,72,76,76.0,58.0,70.0,68.0,58.0,70.0,75.0,73.0,1.0,24.17411532293567
34,L. Castellanos,1300000,72,72,15.0,18.0,24.0,22.0,35.0,51.0,42.0,44.0,1.0,23.31670573211317
22,N. Maraš,3900000,72,80,51.0,38.0,62.0,47.0,68.0,46.0,66.0,68.0,1.0,22.6921237384052
25,T. Letschert,3300000,72,75,57.0,52.0,66.0,68.0,65.0,55.0,69.0,67.0,1.0,23.73811679492984
28,F. Fontanini,2800000,72,73,49.0,34.0,62.0,59.0,53.0,32.0,32.0,49.0,1.0,24.54773565595517
32,A. Hruška,1800000,72,72,13.0,12.0,19.0,15.0,26.0,19.0,28.0,35.0,1.0,23.624795296518027
34,Martos,950000,72,72,58.0,28.0,68.0,64.0,78.0,52.0,63.0,61.0,1.0,22.732802819236685
25,J. Jeanvier,3400000,72,76,44.0,30.0,65.0,46.0,62.0,37.0,68.0,70.0,1.0,24.40857925195123
24,J. Tagueu,4000000,72,75,72.0,71.0,64.0,51.0,68.0,55.0,70.0,71.0,1.0,24.67351873479257
34,C. Terzi,950000,72,72,44.0,29.0,50.0,52.0,71.0,39.0,32.0,61.0,1.0,21.194724144051523
29,I. Piris,2400000,72,72,66.0,40.0,65.0,66.0,69.0,46.0,84.0,72.0,1.0,24.475872657063857
23,S. Moreira,3600000,72,78,63.0,26.0,73.0,67.0,64.0,68.0,70.0,71.0,1.0,22.8071884715198
24,Aketxe,4300000,72,78,70.0,69.0,72.0,73.0,66.0,71.0,69.0,58.0,1.0,21.83527610885617
31,S. Rieks,2700000,72,72,72.0,73.0,68.0,62.0,73.0,73.0,74.0,76.0,1.0,21.761164815803955
28,F. Moubandje,2500000,72,72,70.0,42.0,71.0,67.0,71.0,57.0,70.0,71.0,1.0,22.732802819236685
27,P. Ankersen,2600000,72,72,69.0,58.0,68.0,64.0,60.0,66.0,82.0,84.0,1.0,23.66127181233954
25,C. Falletti,3900000,72,75,77.0,60.0,72.0,64.0,72.0,66.0,79.0,85.0,1.0,22.404001099142366
23,Allano,4600000,72,80,81.0,66.0,70.0,64.0,68.0,67.0,78.0,79.0,1.0,21.822045108259765
28,J. Morávek,3100000,72,72,75.0,66.0,77.0,73.0,68.0,72.0,50.0,48.0,2.0,23.717173171355185
29,C. Riaño,3100000,72,72,70.0,69.0,67.0,63.0,58.0,66.0,77.0,77.0,1.0,23.66127181233954
32,Aythami Artiles,1800000,72,72,50.0,58.0,70.0,68.0,67.0,39.0,31.0,32.0,1.0,23.31670573211317
25,J. Risdon,3200000,72,75,64.0,48.0,63.0,60.0,60.0,57.0,78.0,76.0,1.0,24.884513075227417
26,E. Alioski,3700000,72,73,67.0,70.0,67.0,63.0,56.0,71.0,85.0,79.0,1.0,21.12301338897292
23,C. Robinson,4600000,72,80,74.0,73.0,63.0,48.0,65.0,71.0,85.0,83.0,1.0,23.66127181233954
21,S. Bastien,4800000,72,81,78.0,52.0,78.0,74.0,64.0,68.0,78.0,70.0,1.0,23.755218419470943
28,João Talocha,2500000,72,72,65.0,31.0,67.0,57.0,63.0,37.0,69.0,72.0,1.0,23.00965698077001
23,J. Pollersbeck,3200000,72,79,14.0,12.0,52.0,44.0,24.0,58.0,24.0,32.0,1.0,22.76567093647149
25,M. Abeid,3200000,72,74,75.0,67.0,75.0,73.0,74.0,67.0,60.0,65.0,1.0,26.82454344500525
28,M. Rzatkowski,3100000,72,72,73.0,60.0,73.0,70.0,65.0,70.0,77.0,75.0,1.0,22.19592835476202
22,Marcão,3600000,72,78,36.0,23.0,64.0,56.0,63.0,32.0,59.0,59.0,1.0,23.62308266100644
27,Álvaro,3600000,72,73,69.0,75.0,64.0,60.0,59.0,60.0,73.0,74.0,1.0,23.31670573211317
26,B. Perlaza,3200000,72,75,65.0,41.0,68.0,65.0,74.0,64.0,48.0,55.0,1.0,23.48347668628339
21,R. Sallai,4600000,72,80,76.0,70.0,71.0,62.0,63.0,73.0,76.0,74.0,1.0,23.04766681981956
18,B. Kamara,6000000,72,88,62.0,30.0,74.0,75.0,54.0,62.0,70.0,70.0,1.0,21.51024710212685
27,T. Beugelsdijk,2600000,72,72,41.0,34.0,61.0,51.0,65.0,42.0,48.0,47.0,1.0,21.181776691991733
26,G. Giménez,3600000,72,73,75.0,62.0,75.0,74.0,72.0,72.0,55.0,62.0,1.0,23.8547835567004
30,K. Lafferty,3000000,72,72,66.0,71.0,64.0,45.0,69.0,67.0,67.0,67.0,1.0,23.624795296518027
21,L. Díaz,5500000,72,83,78.0,72.0,68.0,62.0,67.0,65.0,87.0,90.0,1.0,22.45594865770336
26,L. Benito,3200000,72,75,62.0,41.0,66.0,60.0,68.0,64.0,78.0,83.0,1.0,25.34944418055381
27,Raúl Lizoain,2500000,72,74,12.0,12.0,15.0,22.0,53.0,44.0,47.0,55.0,1.0,23.21578813236839
27,L. Reyes,3500000,72,73,68.0,58.0,73.0,71.0,65.0,67.0,70.0,67.0,1.0,24.340963531183927
33,P. Bardsley,1200000,72,72,66.0,47.0,70.0,64.0,67.0,59.0,57.0,50.0,1.0,24.270881494421847
34,Jonas Damasto,875000,72,72,61.0,40.0,68.0,53.0,63.0,40.0,82.0,79.0,1.0,21.79494154906677
38,P. Da Silva,0,72,72,52.0,29.0,62.0,60.0,70.0,55.0,34.0,32.0,2.0,23.44031900982186
23,M. Rodríguez,4300000,72,78,73.0,70.0,67.0,65.0,70.0,67.0,92.0,89.0,1.0,23.474145989856407
26,J. Hugill,3900000,72,75,67.0,72.0,63.0,25.0,62.0,57.0,69.0,77.0,1.0,25.34944418055381
32,Thiago Cionek,1800000,72,72,46.0,22.0,54.0,52.0,65.0,36.0,67.0,68.0,1.0,23.8547835567004
27,A. Struna,2900000,72,73,61.0,24.0,60.0,58.0,62.0,59.0,65.0,69.0,1.0,23.75293639476168
30,R. Salinas,2200000,72,72,69.0,62.0,75.0,63.0,75.0,68.0,69.0,69.0,1.0,23.99402733288852
34,Salva Sevilla,1500000,72,72,70.0,59.0,78.0,81.0,70.0,78.0,44.0,53.0,2.0,22.522494024579885
21,Y. Bissouma,5000000,72,82,75.0,50.0,73.0,70.0,70.0,72.0,74.0,71.0,1.0,23.8547835567004
27,M. Rohdén,3200000,72,72,68.0,63.0,70.0,71.0,74.0,68.0,70.0,71.0,1.0,22.778627907525948
26,M. Demir,3800000,72,74,74.0,68.0,69.0,66.0,65.0,67.0,74.0,78.0,1.0,21.194724144051523
28,D. Lezcano,3200000,72,72,72.0,71.0,68.0,63.0,76.0,77.0,81.0,83.0,1.0,24.95821318173249
32,J. Puncheon,2400000,72,72,71.0,66.0,75.0,74.0,75.0,74.0,61.0,58.0,1.0,22.19592835476202
29,M. Abarhoun,2400000,72,72,39.0,28.0,58.0,55.0,61.0,28.0,48.0,53.0,1.0,21.16342236306021
28,W. Owusu,3200000,72,72,64.0,75.0,67.0,58.0,68.0,64.0,63.0,74.0,1.0,21.49933261882236
32,Rúben Fernandes,1800000,72,72,47.0,39.0,64.0,59.0,71.0,52.0,61.0,65.0,1.0,22.6921237384052
23,E. López,4100000,72,76,78.0,68.0,70.0,64.0,70.0,70.0,76.0,77.0,1.0,23.567307089843418
26,O. Rivero,3900000,72,75,68.0,72.0,62.0,57.0,67.0,53.0,72.0,73.0,1.0,23.22883657763694
34,Joshuando Sá,875000,72,72,63.0,41.0,72.0,61.0,65.0,49.0,71.0,77.0,1.0,24.27328853137936
20,L. Martínez,4000000,72,80,64.0,26.0,70.0,72.0,65.0,64.0,61.0,58.0,1.0,22.74643517152081
28,O. Şişmanoğlu,3200000,72,72,67.0,72.0,67.0,49.0,69.0,63.0,72.0,77.0,1.0,24.14674705496963
24,A. Zaldívar,4200000,72,77,68.0,71.0,64.0,60.0,61.0,58.0,79.0,79.0,1.0,24.10412984091274
28,D. Guzman,2800000,72,73,67.0,53.0,72.0,75.0,69.0,70.0,64.0,62.0,1.0,24.95821318173249
23,J. Jones,4200000,72,77,77.0,62.0,68.0,59.0,67.0,62.0,90.0,90.0,1.0,19.785168217860733
26,J. Güemez,3000000,72,73,64.0,61.0,68.0,66.0,73.0,67.0,69.0,66.0,1.0,24.777629991192043
26,Jeff Meirson,2600000,72,72,56.0,41.0,72.0,71.0,62.0,66.0,71.0,72.0,1.0,24.388824287852653
24,Camacho,4300000,72,78,75.0,64.0,65.0,59.0,76.0,64.0,79.0,78.0,1.0,25.821560588842047
27,Nuno da Costa,3600000,72,73,74.0,70.0,72.0,50.0,64.0,66.0,78.0,79.0,1.0,20.89535552147065
34,T. Zengin,1300000,72,72,8.0,11.0,23.0,21.0,58.0,30.0,32.0,31.0,2.0,24.108029745764988
26,B. Jeannot,3800000,72,74,65.0,74.0,65.0,59.0,69.0,57.0,67.0,64.0,1.0,23.31670573211317
25,M. Oikonomou,3400000,72,76,48.0,14.0,55.0,57.0,65.0,49.0,53.0,64.0,1.0,23.99275690357628
22,P. Stojanović,3600000,72,78,69.0,45.0,71.0,72.0,60.0,58.0,82.0,76.0,1.0,22.8071884715198
28,B. Sarmiento,3100000,72,72,73.0,67.0,71.0,65.0,70.0,70.0,82.0,83.0,1.0,22.85277153718373
27,J. Hamad,3300000,72,72,69.0,62.0,73.0,65.0,70.0,73.0,76.0,73.0,1.0,24.17411532293567
36,A. Al Habsi,425000,72,72,14.0,18.0,66.0,25.0,61.0,44.0,41.0,55.0,2.0,24.967113211092915
24,L. Miranda,3600000,72,78,70.0,59.0,82.0,73.0,69.0,65.0,79.0,79.0,1.0,23.43648628395567
25,R. Holzhauser,3400000,72,76,73.0,68.0,76.0,75.0,65.0,72.0,40.0,41.0,1.0,22.52409460656662
34,Dani Giménez,1300000,72,72,14.0,14.0,27.0,35.0,51.0,50.0,34.0,32.0,1.0,23.04766681981956
20,Maycon,5500000,72,84,69.0,58.0,76.0,73.0,50.0,76.0,70.0,70.0,1.0,23.87235798880749
28,H. Kiyotake,3100000,72,72,71.0,66.0,73.0,67.0,73.0,72.0,71.0,70.0,2.0,22.19592835476202
31,D. Maroh,2100000,72,72,40.0,30.0,50.0,48.0,66.0,46.0,53.0,49.0,2.0,24.670411448932825
26,K. Onisiwo,3300000,72,72,75.0,66.0,68.0,67.0,68.0,68.0,75.0,79.0,1.0,23.99275690357628
24,S. Juklerød,3500000,72,77,74.0,59.0,67.0,59.0,71.0,68.0,87.0,84.0,1.0,22.578089633318243
22,P. Stenzel,3500000,72,77,70.0,55.0,75.0,66.0,63.0,63.0,63.0,65.0,1.0,22.09108402055338
21,M. Camara,4400000,72,82,71.0,49.0,68.0,65.0,66.0,60.0,66.0,68.0,1.0,24.97839768500702
30,Douglas,3000000,72,72,71.0,74.0,59.0,31.0,66.0,41.0,74.0,69.0,1.0,22.09108402055338
28,D. Le Tallec,2800000,72,73,69.0,60.0,73.0,65.0,64.0,63.0,68.0,69.0,1.0,22.578089633318243
23,R. Gosens,4200000,72,77,74.0,59.0,73.0,70.0,60.0,64.0,76.0,74.0,1.0,22.778627907525948
31,R. Bobadilla,2800000,72,72,71.0,70.0,66.0,57.0,72.0,60.0,66.0,71.0,2.0,28.849037289911312
28,K. Wolze,2500000,72,72,71.0,70.0,68.0,65.0,67.0,70.0,80.0,77.0,1.0,22.74643517152081
29,C. Basham,2400000,72,72,61.0,33.0,63.0,60.0,59.0,59.0,66.0,69.0,1.0,21.98937731208796
24,J. Cabot,4300000,72,78,79.0,71.0,65.0,53.0,61.0,52.0,92.0,92.0,1.0,23.4793368995022
27,Gonçalo Silva,3000000,72,74,40.0,28.0,65.0,51.0,68.0,35.0,60.0,62.0,1.0,22.953955935386794
32,C. Arboleda,1700000,72,72,69.0,47.0,67.0,62.0,66.0,58.0,86.0,91.0,1.0,20.677960952829395
24,G. Lajud,2900000,72,76,16.0,14.0,28.0,25.0,59.0,45.0,47.0,44.0,1.0,24.54773565595517
21,Unai Simón,3900000,72,82,12.0,14.0,29.0,21.0,48.0,31.0,46.0,48.0,1.0,24.49693788276465
26,C. Knasmüllner,3900000,72,75,72.0,66.0,73.0,68.0,64.0,72.0,78.0,75.0,1.0,21.50233987908856
31,L. Lollo,2100000,72,72,37.0,25.0,60.0,32.0,68.0,30.0,34.0,30.0,1.0,25.34944418055381
24,A. Milić,3500000,72,77,49.0,34.0,67.0,69.0,62.0,54.0,42.0,53.0,1.0,23.99275690357628
19,Ronaldo Vieira,4000000,72,81,71.0,53.0,74.0,67.0,71.0,66.0,77.0,79.0,1.0,22.111268712333345
26,S. Bahoken,3900000,72,75,71.0,76.0,62.0,26.0,63.0,51.0,79.0,80.0,1.0,22.6921237384052
20,Ontiveros,5000000,72,82,74.0,68.0,73.0,69.0,67.0,67.0,76.0,74.0,1.0,25.821560588842047
28,N. Höfler,2500000,72,72,64.0,41.0,76.0,68.0,76.0,64.0,60.0,54.0,1.0,23.99402733288852
22,K. Acosta,4500000,72,80,71.0,60.0,71.0,67.0,72.0,69.0,80.0,79.0,1.0,21.51024710212685
33,Kwoun Sun Tae,1600000,72,72,14.0,16.0,35.0,34.0,57.0,64.0,39.0,47.0,1.0,25.34944418055381
34,A. Çamdalı,950000,72,72,62.0,58.0,70.0,69.0,61.0,64.0,44.0,32.0,1.0,21.761164815803955
27,B. Linssen,3300000,72,72,73.0,74.0,68.0,59.0,72.0,67.0,81.0,77.0,1.0,24.13004124545533
25,M. Trotta,3900000,72,74,66.0,70.0,58.0,43.0,74.0,62.0,65.0,66.0,1.0,23.99275690357628
26,J. Dezi,3700000,72,74,72.0,65.0,74.0,71.0,73.0,71.0,77.0,75.0,1.0,21.79494154906677
31,Choi Chul Soon,2000000,72,72,65.0,43.0,65.0,60.0,57.0,67.0,77.0,70.0,1.0,22.74643517152081
26,Danilo,3000000,72,73,74.0,54.0,68.0,62.0,62.0,55.0,77.0,74.0,1.0,24.88949890983304
21,J. Savarino,5000000,72,82,78.0,66.0,68.0,58.0,70.0,69.0,85.0,84.0,1.0,22.85277153718373
29,M. Zeman,3000000,72,72,77.0,59.0,68.0,67.0,66.0,65.0,87.0,86.0,1.0,21.54240355299968
27,N. Baker,3000000,72,74,26.0,30.0,54.0,40.0,53.0,27.0,51.0,54.0,1.0,23.22883657763694
25,M. Saymak,4000000,72,76,72.0,68.0,70.0,68.0,70.0,74.0,75.0,74.0,1.0,21.748105843543435
35,Yeom Ki Hun,1400000,72,72,71.0,70.0,73.0,71.0,73.0,77.0,67.0,62.0,2.0,23.31670573211317
28,J. Murphy,3100000,72,72,75.0,71.0,68.0,62.0,73.0,65.0,78.0,82.0,1.0,22.8071884715198
28,E. Prib,3100000,72,72,73.0,61.0,72.0,67.0,65.0,70.0,73.0,69.0,2.0,23.717173171355185
23,L. Phiri,4200000,72,78,72.0,53.0,75.0,71.0,71.0,68.0,75.0,75.0,1.0,21.12301338897292
24,Jubal,3400000,72,76,51.0,22.0,64.0,35.0,60.0,32.0,55.0,65.0,1.0,22.578089633318243
